Protein	Source ID	Standard Name	ratio	iCUB	tAI	T3s	C3s	A3s	G3s	CAI_CODONW	CBI	Fop_CODONW	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo	CAI_EMBOSS	CAI_coRdon	MELP	E	GCB	Fop_coRdon	MILC_SELF	MILC_REF	B_SELF	B_REF	MCB_SELF	MCB_REF	ENC	ENC_prime_SELF	ENC_prime_REF	SCUO	Sc	St
P0A6X1	fluxes_Gecko_GLC_CHEM_mu=0.51_P	hemA	0.862812769628989	31.7413781996803	0.3418158711511	0.3089	0.3547	0.2141	0.3596	0.358	0.283	0.577	44.19	0.569	0.544	404	418	-0.188038	0.04067	0.742	0.744563648763072	0.943505803870126	0.585807865544666	-0.240983312060732	0.526570048309179	0.53472107412003	0.566738510697741	0.270582111654035	0.461895661647451	0.135333304782563	0.755959229323063	44.1892420462113	59.6146167680161	44.875618325428	0.195068161223693	-0.0811	0.2394
P04951	fluxes_Gecko_GLC_CHEM_mu=0.49_V	kdsB	0.862812769628989	27.3445105289688	0.348304608837109	0.4307	0.3218	0.2124	0.2542	0.42	0.339	0.609	46.87	0.462	0.53	238	248	-0.144758	0.068548	0.758	0.808208080570571	0.923597293227177	0.902367741465843	-0.148885673656855	0.518218623481781	0.581345702034291	0.629436342329447	0.337729176363103	0.374270001955612	0.21696721685183	0.59036394875102	46.8687663219972	56.2166659874909	43.5079308974965	0.260596098974488	-0.3257	0.2683
P10441	fluxes_Gecko_MAN_BATCH_mu=0.47_S	lpxB	0.862812769628989	30.5819792853064	0.331732057228162	0.3113	0.3046	0.2483	0.371	0.32	0.225	0.537	50.24	0.54	0.538	365	382	-0.00733	0.065445	0.717	0.777852604648994	0.736061305023396	0.531111662061436	-0.317505947936278	0.54089709762533	0.504408530248632	0.685280596610901	0.214696971408635	0.40424074021519	0.138447801613407	0.95257606972061	50.2440971162718	61	35.4549368960353	0.162293728601631	-0.085	0.2055
P60782	fluxes_Gecko_MAN_BATCH_mu=0.47_S	plsY	0.862812769628989	34.9656492381904	0.313074026365417	0.2529	0.4023	0.2562	0.2517	0.249	0.163	0.497	55.72	0.555	0.54	191	205	0.579024	0.117073	0.642	0.763835608938412	0.752421037143062	0.79667442357507	-0.401814171444523	0.49	0.665260670591171	0.884160114817046	0.405134289452455	0.508531813578775	0.424702059163218	1.55274547181652	55.724665365086	52.9541815159277	24.1214067054811	0.151073594194282	-0.0515	0.2367
P77522	fluxes_Gecko_PYR_BATCH_mu=0.4_S	sufB	0.862812769628989	27.9998393892345	0.331621215785686	0.2987	0.3924	0.2287	0.3672	0.357	0.207	0.553	46.54	0.58	0.516	479	495	-0.298384	0.09899	0.75	0.727871532405786	0.739129159681904	0.431263087976535	-0.295081570721424	0.473577235772358	0.499372579181156	0.675622890316044	0.21221128610774	0.492069207924621	0.104268813642871	1.04752248013072	46.5366171435263	61	38.6798590546393	0.125074201678359	-0.0684	0.1631
P77499	fluxes_Gecko_PYR_BATCH_mu=0.4_S	sufC	0.862812769628989	31.2379606681064	0.331276750037748	0.3061	0.3622	0.2356	0.3672	0.287	0.126	0.485	46.97	0.564	0.507	241	248	-0.205242	0.076613	0.7	0.750905587419359	0.910319415024979	0.676216985537326	-0.35012008703536	0.548780487804878	0.572880363796759	0.629317967233556	0.341712901868152	0.505330255194086	0.20626597014729	0.606644541436655	46.9692622745744	56.6352750246292	39.8932151700457	0.175504685050802	-0.109	0.1438
P77689	fluxes_Gecko_PYR_BATCH_mu=0.4_S	sufD	0.862812769628989	38.1026468206945	0.334475503705781	0.2725	0.3275	0.2461	0.4267	0.326	0.209	0.541	43.26	0.582	0.533	414	423	-0.343026	0.059102	0.736	0.747196509243469	0.82580915513983	0.664537550273926	-0.390167627465208	0.469194312796209	0.64152835221322	0.776848195760911	0.322134914645191	0.484750507345153	0.240386736398813	1.23115660598637	43.2609633733017	52.897805111887	36.5302631872218	0.202085064708113	0.1204	0.2472
P0ABG1	fluxes_Gecko_GLC_CHEM_mu=0.50_S	cdsA	0.862812769628989	33.4571402939317	0.295577795274583	0.3061	0.2653	0.2329	0.3668	0.24	0.124	0.458	56.32	0.523	0.51	264	285	0.910175	0.129825	0.637	0.741234888245584	0.910775199160191	0.761346623548842	-0.405289289871443	0.418772563176895	0.579538661102937	0.636313616836864	0.340589358589457	0.447351243250909	0.299532920972604	1.53049553597116	56.3225309816769	53.9154100639088	35.8423532852543	0.114304795340993	-0.0466	0.1395
P0A6I0	fluxes_Gecko_GLC_CHEM_mu=0.51_P	cmk	0.862812769628989	35.7047250586881	0.333635389792961	0.3016	0.2751	0.2957	0.3314	0.31	0.155	0.495	47.32	0.495	0.539	222	227	-0.000441	0.044053	0.701	0.773873193550784	1.07463780064604	0.785109315631316	-0.310454167572428	0.586363636363636	0.560384389378827	0.521463500578465	0.362258682575855	0.461411774594163	0.202966488286552	0.421575300694184	47.3161083553126	57.5289289070641	44.6620830893762	0.191383301057675	-0.0668	0.222
P0AAI9	fluxes_Gecko_GLC_CHEM_mu=0.41_P	fabD	0.862812769628989	37.7014327789731	0.355754511603438	0.3292	0.2593	0.264	0.3527	0.456	0.361	0.629	46.1	0.503	0.553	294	309	0.154369	0.061489	0.756	0.780745997425201	1.05273121598427	0.76774016762298	-0.0994854086702311	0.45364238410596	0.499665666112323	0.474637455910481	0.237078660710503	0.308800647287386	0.131846357642935	0.621340141103776	46.0962968545692	61	46.0174075644552	0.184811264547301	-0.0975	0.3179
P0AEK2	fluxes_Gecko_GLC_CHEM_mu=0.46_P	fabG	0.862812769628989	29.8065457321127	0.373258683914704	0.3713	0.3267	0.2398	0.25	0.453	0.421	0.668	43.52	0.474	0.516	232	244	0.09959	0.045082	0.764	0.764855386178552	1.24473494191933	0.816440030515559	-0.126349847333841	0.547717842323652	0.539253195579349	0.433227330107598	0.287123865451082	0.351677838811714	0.160013299614762	0.260447739418991	43.5231636859571	59.9042707052261	53.6544051974452	0.256705315747659	-0.1973	0.3545
P10441	fluxes_Gecko_XYL_BATCH_mu=0.55_S	lpxB	0.862812769628989	30.5819792853064	0.331732057228162	0.3113	0.3046	0.2483	0.371	0.32	0.225	0.537	50.24	0.54	0.538	365	382	-0.00733	0.065445	0.717	0.777852604648994	0.736061305023396	0.531111662061436	-0.317505947936278	0.54089709762533	0.504408530248632	0.685280596610901	0.214696971408635	0.40424074021519	0.138447801613407	0.95257606972061	50.2440971162718	61	35.4549368960353	0.162293728601631	-0.085	0.2055
P0A7E5	fluxes_Gecko_XYL_BATCH_mu=0.55_S	pyrG	0.862812769628989	41.7593977737418	0.364296343011979	0.3371	0.3846	0.2048	0.3272	0.489	0.421	0.66	42.81	0.556	0.52	529	545	-0.138899	0.06789	0.768	0.765721541284176	1.09708234413571	0.848382623485387	-0.0534572325645502	0.563432835820896	0.549382168339812	0.500766575340905	0.206771137193393	0.243723918276309	0.102183871977402	0.592257365920326	42.8131130764556	59.3117389193376	44.9638834644142	0.212133136498303	-0.2232	0.3673
P77522	fluxes_Gecko_GLC_CHEM_mu=0.49_V	sufB	0.862812769628989	27.9998393892345	0.331621215785686	0.2987	0.3924	0.2287	0.3672	0.357	0.207	0.553	46.54	0.58	0.516	479	495	-0.298384	0.09899	0.75	0.727871532405786	0.739129159681904	0.431263087976535	-0.295081570721424	0.473577235772358	0.499372579181156	0.675622890316044	0.21221128610774	0.492069207924621	0.104268813642871	1.04752248013072	46.5366171435263	61	38.6798590546393	0.125074201678359	-0.0684	0.1631
P77499	fluxes_Gecko_GLC_CHEM_mu=0.49_V	sufC	0.862812769628989	31.2379606681064	0.331276750037748	0.3061	0.3622	0.2356	0.3672	0.287	0.126	0.485	46.97	0.564	0.507	241	248	-0.205242	0.076613	0.7	0.750905587419359	0.910319415024979	0.676216985537326	-0.35012008703536	0.548780487804878	0.572880363796759	0.629317967233556	0.341712901868152	0.505330255194086	0.20626597014729	0.606644541436655	46.9692622745744	56.6352750246292	39.8932151700457	0.175504685050802	-0.109	0.1438
P77689	fluxes_Gecko_GLC_CHEM_mu=0.49_V	sufD	0.862812769628989	38.1026468206945	0.334475503705781	0.2725	0.3275	0.2461	0.4267	0.326	0.209	0.541	43.26	0.582	0.533	414	423	-0.343026	0.059102	0.736	0.747196509243469	0.82580915513983	0.664537550273926	-0.390167627465208	0.469194312796209	0.64152835221322	0.776848195760911	0.322134914645191	0.484750507345153	0.240386736398813	1.23115660598637	43.2609633733017	52.897805111887	36.5302631872218	0.202085064708113	0.1204	0.2472
P0ACC7	fluxes_Gecko_PYR_BATCH_mu=0.4_S	glmU	0.862812769628989	31.6876042544166	0.369500925400138	0.3753	0.3378	0.1905	0.3364	0.46	0.375	0.635	40.84	0.532	0.527	444	456	-0.175658	0.046053	0.781	0.805637434699144	0.99956404500492	0.698960884790738	-0.113832194144328	0.587973273942094	0.513110375337772	0.513334165931555	0.209607229856508	0.299884062781656	0.10856153594525	0.572226105063957	40.8354538165903	60.8660325538746	54.1369434404228	0.224503923046713	-0.2588	0.3327
P60546	fluxes_Gecko_XYL_BATCH_mu=0.55_S	gmk	0.862812769628989	37.9271696954218	0.320139757707273	0.4172	0.3436	0.2278	0.2778	0.359	0.248	0.565	44.29	0.48	0.491	200	207	-0.429952	0.082126	0.728	0.747985040301051	1.08678419659569	0.73176050301606	-0.257622032333683	0.51219512195122	0.558716556591661	0.514100737148938	0.361023325058736	0.493362682968984	0.222259422442025	0.522965652863756	44.2885826595868	60.2619317610674	49.2709336022177	0.20543018488049	-0.2131	0.1364
P04079	fluxes_Gecko_GLC_CHEM_mu=0.51_P	guaA	0.862812769628989	27.4059166614589	0.376333109062544	0.3017	0.4228	0.2157	0.3085	0.585	0.523	0.719	38.23	0.578	0.542	502	525	-0.096381	0.085714	0.79	0.818981317816724	1.20446198246284	1.3611677561214	0.051480969139954	0.55859375	0.637659660826494	0.529414518773461	0.330046849001242	0.242473308317043	0.185865475582642	0.533052589075984	38.2295466983992	55.6182499835685	45.7806691450345	0.273218787842629	-0.2134	0.4571
P0ADG7	fluxes_Gecko_GLC_CHEM_mu=0.11_V	guaB	0.862812769628989	27.3419274120435	0.39286862748864	0.3662	0.3763	0.2059	0.258	0.631	0.602	0.768	35.67	0.518	0.547	475	488	-0.098361	0.036885	0.791	0.84969951122175	1.3879748490383	1.55770479228168	0.102104023413347	0.652806652806653	0.76870904786364	0.553834998088233	0.426175778361395	0.27359213406357	0.287582035393569	0.694988776550604	35.6682880166195	49.8215266433862	43.1751066749783	0.365788807545866	-0.3431	0.5296
P09126	fluxes_Gecko_GLC_CHEM_mu=0.50_S	hemD	0.862812769628989	38.9790260895254	0.299685827629536	0.3333	0.2813	0.2929	0.3155	0.221	0.051	0.43	56.17	0.481	0.531	235	246	-0.123577	0.073171	0.626	0.723651538815469	0.716965220647701	0.726536715976597	-0.45696484432781	0.410041841004184	0.614706586082122	0.857372949732207	0.386385395532779	0.531818127062452	0.303742382898891	1.47158764189313	56.17039539486	55.7500416957764	34.7836683080779	0.11362857871332	-0.083	0.0708
P0A722	fluxes_Gecko_GLC_CHEM_mu=0.41_P	lpxA	0.862812769628989	29.1336971684491	0.344674138727775	0.3436	0.3921	0.1782	0.3182	0.407	0.276	0.583	43.58	0.56	0.533	259	262	0.011069	0.061069	0.793	0.789214112686699	0.745036233782814	0.600784075433352	-0.218750778918665	0.420849420849421	0.515028129012187	0.691279303822856	0.272845054505667	0.454148279993709	0.113252669241614	0.820554628829128	43.5834399602703	61	38.3254221853668	0.235970457114571	-0.2019	0.2109
P17443	fluxes_Gecko_GLC_CHEM_mu=0.46_P	murG	0.862812769628989	35.9671572882534	0.319151055849823	0.311	0.2473	0.2637	0.365	0.313	0.254	0.561	48.57	0.507	0.562	335	355	0.039718	0.061972	0.723	0.738144074094653	0.826293238659572	0.643027472920177	-0.32517139100449	0.514367816091954	0.53610091811563	0.64880225691463	0.282446229311143	0.439244419882205	0.172706676066869	0.732293010097188	48.573701751617	59.8367268890878	41.2028851232628	0.171944778492472	-0.0417	0.1345
P0A7E5	fluxes_Gecko_GLC_CHEM_mu=0.11_V	pyrG	0.862812769628989	41.7593977737418	0.364296343011979	0.3371	0.3846	0.2048	0.3272	0.489	0.421	0.66	42.81	0.556	0.52	529	545	-0.138899	0.06789	0.768	0.765721541284176	1.09708234413571	0.848382623485387	-0.0534572325645502	0.563432835820896	0.549382168339812	0.500766575340905	0.206771137193393	0.243723918276309	0.102183871977402	0.592257365920326	42.8131130764556	59.3117389193376	44.9638834644142	0.212133136498303	-0.2232	0.3673
P0AAB4	fluxes_Gecko_GLC_CHEM_mu=0.41_P	ubiD	0.862812769628989	36.7770553428917	0.333189519651655	0.3283	0.3108	0.1989	0.4203	0.353	0.244	0.553	45.17	0.568	0.539	474	497	-0.24829	0.090543	0.757	0.759882181573139	0.726356455358998	0.467959679577434	-0.322921554686986	0.503054989816701	0.506219441149217	0.696929775201104	0.201015406390589	0.429557107509999	0.107955229532366	1.05139724277968	45.1743952323015	61	35.2580381566744	0.182410616406435	-0.1254	0.2173
P0AAB4	fluxes_Gecko_MAN_BATCH_mu=0.47_S	ubiD	0.862812769628989	36.7770553428917	0.333189519651655	0.3283	0.3108	0.1989	0.4203	0.353	0.244	0.553	45.17	0.568	0.539	474	497	-0.24829	0.090543	0.757	0.759882181573139	0.726356455358998	0.467959679577434	-0.322921554686986	0.503054989816701	0.506219441149217	0.696929775201104	0.201015406390589	0.429557107509999	0.107955229532366	1.05139724277968	45.1743952323015	61	35.2580381566744	0.182410616406435	-0.1254	0.2173
P0AEK2	fluxes_Gecko_GLC_CHEM_mu=0.11_V	fabG	0.86281276962899	29.8065457321127	0.373258683914704	0.3713	0.3267	0.2398	0.25	0.453	0.421	0.668	43.52	0.474	0.516	232	244	0.09959	0.045082	0.764	0.764855386178552	1.24473494191933	0.816440030515559	-0.126349847333841	0.547717842323652	0.539253195579349	0.433227330107598	0.287123865451082	0.351677838811714	0.160013299614762	0.260447739418991	43.5231636859571	59.9042707052261	53.6544051974452	0.256705315747659	-0.1973	0.3545
P31120	fluxes_Gecko_GLC_CHEM_mu=0.46_P	glmM	0.86281276962899	25.3263561697799	0.360401263556185	0.3361	0.3361	0.2074	0.3427	0.451	0.363	0.629	43.04	0.543	0.545	429	445	0.013259	0.053933	0.772	0.773431971502159	0.951634632211908	0.596435138986729	-0.117999610817344	0.414578587699317	0.513925767333589	0.540045254699336	0.190473467974691	0.319353196222279	0.0842051069881535	0.652351400682143	43.0355610920943	61	43.0255550055004	0.20689656160603	-0.1332	0.2908
P23893	fluxes_Gecko_GLC_CHEM_mu=0.51_P	hemL	0.86281276962899	35.6439292615727	0.349370529874385	0.3092	0.3538	0.2082	0.3434	0.442	0.302	0.594	44.17	0.564	0.556	406	426	0.201643	0.084507	0.784	0.800398658287097	0.83528577280341	0.592872554890869	-0.151874863167912	0.571428571428571	0.484961928411796	0.580594024466803	0.192039378456489	0.323913422661027	0.0779638835803984	0.839449398036873	44.1661260343496	61	44.0134958977995	0.184003710518649	-0.1216	0.296
P22939	fluxes_Gecko_GLC_CHEM_mu=0.49_V	ispA	0.86281276962899	34.441580685992	0.331644404440888	0.3293	0.3454	0.2393	0.3105	0.316	0.181	0.521	52.09	0.527	0.544	292	299	-0.12107	0.046823	0.684	0.744198217741252	0.932567689536109	0.741556316924362	-0.273757426700784	0.496621621621622	0.534907381136225	0.573585582192223	0.282410313351933	0.380834613510195	0.153619329997203	0.825815588478475	52.086027475409	60.6780345693371	44.8638705724952	0.133225239837762	-0.1207	0.2323
P0A715	fluxes_Gecko_GLC_CHEM_mu=0.51_P	kdsA	0.86281276962899	32.8614102303574	0.359624019120028	0.3348	0.3438	0.2186	0.3769	0.493	0.405	0.653	42.05	0.555	0.518	274	284	-0.027817	0.070423	0.784	0.790849703068472	1.06346534206067	0.870719758419264	-0.0817713395857456	0.655913978494624	0.49907989867481	0.469295875413998	0.247706939448134	0.284485262971212	0.104943279902582	0.54639488290268	42.0520254146251	61	56.1429889862574	0.228380403916942	-0.1294	0.2883
P0A715	fluxes_Gecko_PYR_BATCH_mu=0.4_S	kdsA	0.86281276962899	32.8614102303574	0.359624019120028	0.3348	0.3438	0.2186	0.3769	0.493	0.405	0.653	42.05	0.555	0.518	274	284	-0.027817	0.070423	0.784	0.790849703068472	1.06346534206067	0.870719758419264	-0.0817713395857456	0.655913978494624	0.49907989867481	0.469295875413998	0.247706939448134	0.284485262971212	0.104943279902582	0.54639488290268	42.0520254146251	61	56.1429889862574	0.228380403916942	-0.1294	0.2883
P08373	fluxes_Gecko_GLC_CHEM_mu=0.46_P	murB	0.86281276962899	29.1858516069835	0.338289575486648	0.4185	0.237	0.387	0.2181	0.298	0.075	0.459	49.38	0.353	0.46	331	342	-0.203509	0.081871	0.669	0.731912752649309	0.791813424048371	0.755901903711521	-0.329311293271103	0.475460122699386	0.721278528275121	0.910919803035644	0.413631971310597	0.547203240631675	0.434431231685985	1.2815184578211	49.3753153505856	47.0944079187676	27.9222648258284	0.160963947579902	-0.1213	0.2781
P0AEA8	fluxes_Gecko_GLC_CHEM_mu=0.11_V	cysG	0.86281276962899	35.748374315006	0.338948407608522	0.2747	0.3333	0.2534	0.365	0.344	0.267	0.564	44.49	0.56	0.548	443	457	-0.037418	0.056893	0.74	0.770881894484313	0.841787590105948	0.589971240530696	-0.277864735771468	0.574279379157428	0.537575304837488	0.638611582251799	0.252398747393743	0.427815340908319	0.164624128984394	0.958422164544678	44.4852394308976	59.8481476311749	36.8260853782399	0.198796772892917	-0.0685	0.2815
P60546	fluxes_Gecko_GLC_CHEM_mu=0.51_P	gmk	0.86281276962899	37.9271696954218	0.320139757707273	0.4172	0.3436	0.2278	0.2778	0.359	0.248	0.565	44.29	0.48	0.491	200	207	-0.429952	0.082126	0.728	0.747985040301051	1.08678419659569	0.73176050301606	-0.257622032333683	0.51219512195122	0.558716556591661	0.514100737148938	0.361023325058736	0.493362682968984	0.222259422442025	0.522965652863756	44.2885826595868	60.2619317610674	49.2709336022177	0.20543018488049	-0.2131	0.1364
P29680	fluxes_Gecko_GLC_CHEM_mu=0.41_P	hemE	0.86281276962899	30.3362957175231	0.341842769904578	0.2902	0.3566	0.2105	0.3715	0.397	0.347	0.615	39.96	0.585	0.562	335	354	-0.156215	0.087571	0.79	0.832998067112954	0.816890559622494	0.62051472209939	-0.210806365979601	0.622857142857143	0.526192722446463	0.644141025071498	0.253736337235194	0.408912678778557	0.121823844125044	0.931682539668224	39.9628585274137	61	48.4318406093107	0.273630555140188	-0.1109	0.2889
P0ACB4	fluxes_Gecko_GLC_CHEM_mu=0.11_V	hemG	0.86281276962899	30.7344087673478	0.333668990257657	0.2908	0.3546	0.2313	0.4032	0.32	0.214	0.547	48.65	0.581	0.521	172	181	-0.574586	0.116022	0.751	0.722919896642264	0.795901898403266	0.624955539336224	-0.363578683035887	0.475138121546961	0.553098782782784	0.694933362883552	0.356616947754603	0.570627709186116	0.168701106890448	0.606099856770368	48.6509862353182	60.1349576129417	41.0286897046941	0.213971164208219	-0.091	0.1917
P23893	fluxes_Gecko_MAN_BATCH_mu=0.47_S	hemL	0.86281276962899	35.6439292615727	0.349370529874385	0.3092	0.3538	0.2082	0.3434	0.442	0.302	0.594	44.17	0.564	0.556	406	426	0.201643	0.084507	0.784	0.800398658287097	0.83528577280341	0.592872554890869	-0.151874863167912	0.571428571428571	0.484961928411796	0.580594024466803	0.192039378456489	0.323913422661027	0.0779638835803984	0.839449398036873	44.1661260343496	61	44.0134958977995	0.184003710518649	-0.1216	0.296
P23893	fluxes_Gecko_XYL_BATCH_mu=0.55_S	hemL	0.86281276962899	35.6439292615727	0.349370529874385	0.3092	0.3538	0.2082	0.3434	0.442	0.302	0.594	44.17	0.564	0.556	406	426	0.201643	0.084507	0.784	0.800398658287097	0.83528577280341	0.592872554890869	-0.151874863167912	0.571428571428571	0.484961928411796	0.580594024466803	0.192039378456489	0.323913422661027	0.0779638835803984	0.839449398036873	44.1661260343496	61	44.0134958977995	0.184003710518649	-0.1216	0.296
P21645	fluxes_Gecko_PYR_BATCH_mu=0.4_S	lpxD	0.86281276962899	36.4470316751632	0.346728660534332	0.3063	0.3979	0.1923	0.3348	0.376	0.257	0.569	47.97	0.578	0.53	325	341	0.124634	0.041056	0.748	0.749589996462907	0.804758231622729	0.578605107325905	-0.232041120147863	0.375375375375375	0.523332489574954	0.650297777656399	0.241611343760092	0.417575546259398	0.201187264265979	1.32534106205603	47.9669196273977	60.0158030603911	32.05953243242	0.173339945887177	-0.1382	0.224
P0A749	fluxes_Gecko_GLC_CHEM_mu=0.11_V	murA	0.86281276962899	30.8473640980643	0.367310334035043	0.3497	0.3179	0.2317	0.3129	0.458	0.39	0.641	42.28	0.509	0.535	407	419	0.070167	0.042959	0.774	0.808734539831335	0.949953099275067	0.767879649776918	-0.118972573630714	0.546341463414634	0.555780911906339	0.585061422853895	0.252438983942419	0.328748110482882	0.126838438122738	0.778339787447873	42.2772264501881	59.0893032865991	39.9998737315101	0.244293287430846	-0.1651	0.378
P77522	fluxes_Gecko_GLC_CHEM_mu=0.41_P	sufB	0.86281276962899	27.9998393892345	0.331621215785686	0.2987	0.3924	0.2287	0.3672	0.357	0.207	0.553	46.54	0.58	0.516	479	495	-0.298384	0.09899	0.75	0.727871532405786	0.739129159681904	0.431263087976535	-0.295081570721424	0.473577235772358	0.499372579181156	0.675622890316044	0.21221128610774	0.492069207924621	0.104268813642871	1.04752248013072	46.5366171435263	61	38.6798590546393	0.125074201678359	-0.0684	0.1631
P77499	fluxes_Gecko_GLC_CHEM_mu=0.41_P	sufC	0.86281276962899	31.2379606681064	0.331276750037748	0.3061	0.3622	0.2356	0.3672	0.287	0.126	0.485	46.97	0.564	0.507	241	248	-0.205242	0.076613	0.7	0.750905587419359	0.910319415024979	0.676216985537326	-0.35012008703536	0.548780487804878	0.572880363796759	0.629317967233556	0.341712901868152	0.505330255194086	0.20626597014729	0.606644541436655	46.9692622745744	56.6352750246292	39.8932151700457	0.175504685050802	-0.109	0.1438
P77689	fluxes_Gecko_GLC_CHEM_mu=0.41_P	sufD	0.86281276962899	38.1026468206945	0.334475503705781	0.2725	0.3275	0.2461	0.4267	0.326	0.209	0.541	43.26	0.582	0.533	414	423	-0.343026	0.059102	0.736	0.747196509243469	0.82580915513983	0.664537550273926	-0.390167627465208	0.469194312796209	0.64152835221322	0.776848195760911	0.322134914645191	0.484750507345153	0.240386736398813	1.23115660598637	43.2609633733017	52.897805111887	36.5302631872218	0.202085064708113	0.1204	0.2472
P0ABD5	fluxes_Gecko_GLC_CHEM_mu=0.50_S	accA	0.86281276962899	36.5613585580206	0.378375279138169	0.3913	0.2925	0.2402	0.313	0.525	0.461	0.683	39.76	0.477	0.525	306	319	-0.232602	0.062696	0.808	0.813838109796626	1.29060219249464	1.01079693232461	-0.0302919239239647	0.588607594936709	0.578783434602717	0.448459980905479	0.32059000065559	0.317165585295458	0.149001614960403	0.630031868237916	39.7555623682026	60.8874934769157	56.1968398013735	0.308440415781077	-0.1765	0.4421
P0ABD8	fluxes_Gecko_GLC_CHEM_mu=0.50_S	accB	0.86281276962899	35.6252083428317	0.37629548846603	0.2895	0.3772	0.3206	0.2458	0.508	0.39	0.646	38.39	0.49	0.521	147	156	0.010256	0.038462	0.752	0.737444538188296	1.27065539545413	1.0077427975856	-0.0247862976613089	0.496732026143791	0.552146101541074	0.434536463242843	0.397260628123241	0.394208352642179	0.137977626012903	0.175840783591992	38.391424685932	61	60.1976715014195	0.273757984207523	-0.0902	0.4466
P24182	fluxes_Gecko_GLC_CHEM_mu=0.50_S	accC	0.86281276962899	31.5233808075474	0.389791328946924	0.2972	0.4639	0.2225	0.2739	0.561	0.494	0.707	39.41	0.576	0.535	434	449	-0.173274	0.066815	0.793	0.811790089943727	1.11304380812475	1.12839513947809	0.0243415334718065	0.58675799086758	0.609695362199491	0.547773014636956	0.307540773266088	0.27254705599701	0.190999738980211	0.666632694852743	39.4117459569354	56.2367228053753	45.0638946189742	0.263602735296084	-0.257	0.4905
P0A9Q5	fluxes_Gecko_GLC_CHEM_mu=0.50_S	accD	0.86281276962899	28.0039689198026	0.35272113349493	0.3117	0.3203	0.2016	0.3913	0.447	0.407	0.649	45.01	0.575	0.555	285	304	-0.128618	0.052632	0.76	0.758345778731473	0.973004875101961	0.704110534433493	-0.124417985488559	0.514950166112957	0.496160213250615	0.50992572179931	0.254727631995056	0.361772221175476	0.105141285061504	0.67788193368097	45.0110234449323	61	44.1614995211373	0.212118636812769	-0.0744	0.3044
P0ABG1	fluxes_Gecko_GLC_CHEM_mu=0.46_P	cdsA	0.86281276962899	33.4571402939317	0.295577795274583	0.3061	0.2653	0.2329	0.3668	0.24	0.124	0.458	56.32	0.523	0.51	264	285	0.910175	0.129825	0.637	0.741234888245584	0.910775199160191	0.761346623548842	-0.405289289871443	0.418772563176895	0.579538661102937	0.636313616836864	0.340589358589457	0.447351243250909	0.299532920972604	1.53049553597116	56.3225309816769	53.9154100639088	35.8423532852543	0.114304795340993	-0.0466	0.1395
P0AAI9	fluxes_Gecko_MAN_BATCH_mu=0.47_S	fabD	0.86281276962899	37.7014327789731	0.355754511603438	0.3292	0.2593	0.264	0.3527	0.456	0.361	0.629	46.1	0.503	0.553	294	309	0.154369	0.061489	0.756	0.780745997425201	1.05273121598427	0.76774016762298	-0.0994854086702311	0.45364238410596	0.499665666112323	0.474637455910481	0.237078660710503	0.308800647287386	0.131846357642935	0.621340141103776	46.0962968545692	61	46.0174075644552	0.184811264547301	-0.0975	0.3179
P0ACC7	fluxes_Gecko_MAN_BATCH_mu=0.47_S	glmU	0.86281276962899	31.6876042544166	0.369500925400138	0.3753	0.3378	0.1905	0.3364	0.46	0.375	0.635	40.84	0.532	0.527	444	456	-0.175658	0.046053	0.781	0.805637434699144	0.99956404500492	0.698960884790738	-0.113832194144328	0.587973273942094	0.513110375337772	0.513334165931555	0.209607229856508	0.299884062781656	0.10856153594525	0.572226105063957	40.8354538165903	60.8660325538746	54.1369434404228	0.224503923046713	-0.2588	0.3327
P60546	fluxes_Gecko_MAN_BATCH_mu=0.47_S	gmk	0.86281276962899	37.9271696954218	0.320139757707273	0.4172	0.3436	0.2278	0.2778	0.359	0.248	0.565	44.29	0.48	0.491	200	207	-0.429952	0.082126	0.728	0.747985040301051	1.08678419659569	0.73176050301606	-0.257622032333683	0.51219512195122	0.558716556591661	0.514100737148938	0.361023325058736	0.493362682968984	0.222259422442025	0.522965652863756	44.2885826595868	60.2619317610674	49.2709336022177	0.20543018488049	-0.2131	0.1364
P0A6X1	fluxes_Gecko_GLC_CHEM_mu=0.50_S	hemA	0.86281276962899	31.7413781996803	0.3418158711511	0.3089	0.3547	0.2141	0.3596	0.358	0.283	0.577	44.19	0.569	0.544	404	418	-0.188038	0.04067	0.742	0.744563648763072	0.943505803870126	0.585807865544666	-0.240983312060732	0.526570048309179	0.53472107412003	0.566738510697741	0.270582111654035	0.461895661647451	0.135333304782563	0.755959229323063	44.1892420462113	59.6146167680161	44.875618325428	0.195068161223693	-0.0811	0.2394
P04951	fluxes_Gecko_XYL_BATCH_mu=0.55_S	kdsB	0.86281276962899	27.3445105289688	0.348304608837109	0.4307	0.3218	0.2124	0.2542	0.42	0.339	0.609	46.87	0.462	0.53	238	248	-0.144758	0.068548	0.758	0.808208080570571	0.923597293227177	0.902367741465843	-0.148885673656855	0.518218623481781	0.581345702034291	0.629436342329447	0.337729176363103	0.374270001955612	0.21696721685183	0.59036394875102	46.8687663219972	56.2166659874909	43.5079308974965	0.260596098974488	-0.3257	0.2683
