Protein	Protein(Ensembl)	Gene_Id	Source ID	ratio	EsExp	Es	Fluxes	iCUB	tAI	T3s	C3s	A3s	G3s	CAI_CODONW	CBI	Fop_CODONW	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo	CAI_EMBOSS	CAI_coRdon	MELP	E	GCB	Fop_coRdon	MILC_SELF	MILC_REF	B_SELF	B_REF	MCB_SELF	MCB_REF	ENC	ENC_prime_SELF	ENC_prime_REF	SCUO	Sc	St
P16120	YCR053W	CENPK1137D_4407	fluxes_kapp_Gecko_Yu2021_N30_010	0.00203385417966519	0.0000006874372049	1.39814703244322E-09	0.04884156	33.6048803486353	0.367361263253693	0.3951	0.3679	0.3653	0.1514	0.404	0.457	0.682	37.49	0.402	0.405	503	514	-0.28035	0.101167	0.727	0.765013066278839	2.22103588835383	1.61582800017543	0.077489010222254	0.566600397614314	0.765747141769215	0.344770269487525	0.454204491980518	0.281097054841979	0.375175167190548	0.211307039645695	37.4908504477065	48.0743168908229	55.2014989815243	0.23975244829551	-0.1757	0.06
P00815	YCL030C	CENPK1137D_4469	fluxes_kapp_Gecko_Yu2020_Clim	0.00203428281449433	2.89171619546314E-05	5.8825685608256E-08	0.0163903608	33.1401642842178	0.325801028223123	0.4692	0.2516	0.3238	0.2287	0.269	0.314	0.591	45.76	0.37	0.425	782	799	-0.188235	0.065081	0.628	0.689811745801011	1.61779825491047	1.03402988251988	-0.159652338095894	0.532650448143406	0.620152109889859	0.383330930174714	0.30459217975094	0.29456806316725	0.226312370126555	0.482657279877887	45.7630221397024	55.0451852543438	48.1355717970585	0.162309772624173	-0.1479	0.0543
P07263	YPR033C	CENPK1137D_1735	fluxes_kapp_Gecko_Yu2021_Phe_std	0.00204195664248775	0.00002491858732	5.08826748994851E-08	0.0081951804	43.5713073162592	0.33120528644382	0.5119	0.2262	0.3271	0.2015	0.295	0.336	0.606	42.16	0.328	0.402	530	546	-0.27619	0.075092	0.667	0.690129069554898	1.69227698349798	0.950377808984977	-0.129761953616647	0.485130111524164	0.597960209637123	0.353346535743294	0.302784616692564	0.318593946354812	0.190432454372706	0.441186351242153	42.1602242395699	56.3257438897356	48.4893906558881	0.188842542334158	-0.203	0.0509
P16120	YCR053W	CENPK1137D_4407	fluxes_kapp_Gecko_Yu2020_CN50	0.00205998162921029	2.40278415415434E-06	4.94969121651552E-09	0.107451432	33.6048803486353	0.367361263253693	0.3951	0.3679	0.3653	0.1514	0.404	0.457	0.682	37.49	0.402	0.405	503	514	-0.28035	0.101167	0.727	0.765013066278839	2.22103588835383	1.61582800017543	0.077489010222254	0.566600397614314	0.765747141769215	0.344770269487525	0.454204491980518	0.281097054841979	0.375175167190548	0.211307039645695	37.4908504477065	48.0743168908229	55.2014989815243	0.23975244829551	-0.1757	0.06
P14843	YDR035W	CENPK1137D_3856	fluxes_kapp_Gecko_Lahtvee2017_REF	0.00207048212512932	2.97927741158891E-05	6.1685406264964E-08	0.0329404950000001	34.7099996007539	0.317597587633666	0.4394	0.2872	0.3273	0.2329	0.287	0.328	0.599	42.86	0.393	0.418	359	370	-0.473784	0.059459	0.641	0.725335910524925	1.36368781068432	0.962033403327036	-0.182041069075705	0.520547945205479	0.603060305942002	0.44222754006973	0.331027146505552	0.344091115090961	0.218392251173454	0.486913197262676	42.8611932136642	55.7182411624664	47.9488867103303	0.184103234502838	-0.1362	0.0439
P31688	YDR074W	CENPK1137D_3894	fluxes_kapp_Gecko_Lahtvee2017_Osmo04	0.00210605894738543	1.44791904715258E-05	3.04940286434548E-08	0.012519144	29.5748377817204	0.302620633799611	0.435	0.2759	0.3966	0.1823	0.236	0.238	0.55	45.19	0.35	0.397	857	896	-0.516406	0.097098	0.621	0.695458164297351	1.30106510889726	0.632863160334206	-0.24146304874486	0.43298969072165	0.553337491096519	0.425295772911405	0.22601054657357	0.357123878808521	0.147322517464645	0.44497283109564	45.1872236550195	57.7742748680737	49.0865551713311	0.134123719464233	-0.0974	0.0317
P47119	YJR069C	CENPK1137D_1363	fluxes_kapp_Gecko_Yu2021_Ile_std	0.00211804813088183	0.0000001752362824	3.711588804E-10	0.000594	31.8341252797707	0.319506998153219	0.4172	0.2914	0.3333	0.2868	0.198	0.184	0.524	55.11	0.424	0.416	191	197	-0.338579	0.111675	0.567	0.701165134392505	1.04973660633131	0.940624631189538	-0.392060417990012	0.415384615384615	0.561857391780971	0.535236542569079	0.351335264536385	0.373512720044421	0.301331484777897	1.86833012605798	55.1064575753438	52.2823808763808	35.9610720616945	0.153414858013679	-0.0135	0.0533
P38635	YFR025C	CENPK1137D_3408	fluxes_kapp_Gecko_Lahtvee2017_EtOH60	0.00218574097650196	4.2964580126183E-07	9.390944332E-10	0.0081951804	32.7474255229068	0.284734078612127	0.3233	0.3496	0.3656	0.3088	0.139	0.079	0.471	58.17	0.48	0.426	325	335	-0.31791	0.104478	0.496	0.65386658770765	0.812266188998746	0.642967357627254	-0.557011693337779	0.372307692307692	0.560905528649093	0.6905439820664	0.342327035948083	0.532417442172141	0.213130702425205	1.06570677572027	58.1687922798594	59.2232198793978	32.5425106423226	0.062502566085705	0.0418	0.0142
P47119	YJR069C	CENPK1137D_1363	fluxes_kapp_Gecko_Yu2020_Clim	0.00218766480070655	1.61192976129665E-07	3.526362E-10	0.001188	31.8341252797707	0.319506998153219	0.4172	0.2914	0.3333	0.2868	0.198	0.184	0.524	55.11	0.424	0.416	191	197	-0.338579	0.111675	0.567	0.701165134392505	1.04973660633131	0.940624631189538	-0.392060417990012	0.415384615384615	0.561857391780971	0.535236542569079	0.351335264536385	0.373512720044421	0.301331484777897	1.86833012605798	55.1064575753438	52.2823808763808	35.9610720616945	0.153414858013679	-0.0135	0.0533
P47119	YJR069C	CENPK1137D_1363	fluxes_kapp_Gecko_Yu2021_Phe_N30	0.00221999425530791	0.0000001671891175	3.711588804E-10	0.000594	31.8341252797707	0.319506998153219	0.4172	0.2914	0.3333	0.2868	0.198	0.184	0.524	55.11	0.424	0.416	191	197	-0.338579	0.111675	0.567	0.701165134392505	1.04973660633131	0.940624631189538	-0.392060417990012	0.415384615384615	0.561857391780971	0.535236542569079	0.351335264536385	0.373512720044421	0.301331484777897	1.86833012605798	55.1064575753438	52.2823808763808	35.9610720616945	0.153414858013679	-0.0135	0.0533
P16120	YCR053W	CENPK1137D_4407	fluxes_kapp_Gecko_Yu2020_CN115	0.00225375610761149	2.40278415415433E-06	5.41528946269743E-09	0.107451432	33.6048803486353	0.367361263253693	0.3951	0.3679	0.3653	0.1514	0.404	0.457	0.682	37.49	0.402	0.405	503	514	-0.28035	0.101167	0.727	0.765013066278839	2.22103588835383	1.61582800017543	0.077489010222254	0.566600397614314	0.765747141769215	0.344770269487525	0.454204491980518	0.281097054841979	0.375175167190548	0.211307039645695	37.4908504477065	48.0743168908229	55.2014989815243	0.23975244829551	-0.1757	0.06
P15625	YFL022C	CENPK1137D_3362	fluxes_kapp_Gecko_Yu2020_CN50	0.00226933701298717	3.57659607010108E-06	8.11650184238484E-09	0.033102036	46.0715330292442	0.348788211834726	0.3272	0.4142	0.3207	0.2463	0.314	0.407	0.648	40.63	0.499	0.44	483	503	-0.474155	0.093439	0.65	0.749535058147624	1.95940823314272	1.34056135567434	-0.070602963285911	0.493951612903226	0.77425558707482	0.395147664472647	0.451241697034721	0.336606523173819	0.434755166928544	0.312575203083133	40.6305395497692	46.9642227006193	51.2182395187768	0.18963613925668	-0.1717	0.0435
P31688	YDR074W	CENPK1137D_3894	fluxes_kapp_Gecko_Lahtvee2017_Osmo02	0.00228015082334991	1.1202415417566E-05	2.55431967378708E-08	0.012519144	29.5748377817204	0.302620633799611	0.435	0.2759	0.3966	0.1823	0.236	0.238	0.55	45.19	0.35	0.397	857	896	-0.516406	0.097098	0.621	0.695458164297351	1.30106510889726	0.632863160334206	-0.24146304874486	0.43298969072165	0.553337491096519	0.425295772911405	0.22601054657357	0.357123878808521	0.147322517464645	0.44497283109564	45.1872236550195	57.7742748680737	49.0865551713311	0.134123719464233	-0.0974	0.0317
P22133	YOL126C	CENPK1137D_2248	fluxes_kapp_Gecko_Yu2021_Gln_glc1	0.00229692600147231	0.000005345741192	1.22787719410464E-08	0.389701239767566	34.3011956569094	0.319177312714648	0.4206	0.3022	0.2526	0.2461	0.209	0.245	0.549	49.53	0.435	0.439	368	377	0.038727	0.050398	0.563	0.633479692847527	1.72072732881704	0.750045360117555	-0.283340600011163	0.367292225201072	0.597769389980874	0.347393442278752	0.341253149625743	0.454976682439924	0.214710177038392	0.5460057532477	49.5277344013999	58.5263093485696	45.0515100756496	0.133108045592668	-0.1875	0.0391
P08456	YER026C	CENPK1137D_3684	fluxes_kapp_Gecko_Lahtvee2017_Osmo06	0.00232158014834077	1.12627685671592E-06	2.61474199208732E-09	0.00199282313821302	33.6018947239165	0.278232715284594	0.437	0.2227	0.3854	0.1965	0.177	0.147	0.487	49.15	0.328	0.399	265	276	0.164855	0.115942	0.572	0.676218615115898	1.06851051972568	0.591771227227275	-0.418148250296074	0.451851851851852	0.478096415396057	0.447441935825582	0.266784928469521	0.450824433826453	0.11559963318738	0.541793454001002	49.1527642331865	61	43.8369228223766	0.166114148481328	0.0215	0.0446
P16120	YCR053W	CENPK1137D_4407	fluxes_kapp_Gecko_Yu2021_std_010	0.00236915778301531	0.0000008150753997	1.93104222694357E-09	0.053725716	33.6048803486353	0.367361263253693	0.3951	0.3679	0.3653	0.1514	0.404	0.457	0.682	37.49	0.402	0.405	503	514	-0.28035	0.101167	0.727	0.765013066278839	2.22103588835383	1.61582800017543	0.077489010222254	0.566600397614314	0.765747141769215	0.344770269487525	0.454204491980518	0.281097054841979	0.375175167190548	0.211307039645695	37.4908504477065	48.0743168908229	55.2014989815243	0.23975244829551	-0.1757	0.06
P11353	YDR044W	CENPK1137D_3863	fluxes_kapp_Gecko_Yu2021_N30_030	0.00240016559055205	0.000001940241131	0.0000000046569	0.000000285	34.530507016753	0.347287250657783	0.4453	0.3125	0.3559	0.1532	0.448	0.515	0.708	37.77	0.365	0.443	312	328	-0.671342	0.112805	0.753	0.834867632752839	1.81922066078633	1.74075724238993	0.108576174912458	0.628834355828221	0.847128769138272	0.465654764921212	0.502565657461408	0.288705194051884	0.415200431523333	0.226306537573232	37.7676907218333	47.5325681112474	54.5618933841177	0.341957100513676	-0.1717	0.0818
P05150	YJL088W	CENPK1137D_1214	fluxes_kapp_Gecko_Lahtvee2017_Osmo04	0.00240393524159199	3.33063460069733E-05	8.00662989348198E-08	0.019863756	40.9003424478139	0.267596535945747	0.4556	0.2519	0.4351	0.1564	0.201	0.113	0.491	44.25	0.308	0.365	328	338	-0.149113	0.085799	0.608	0.726603384783399	1.05108351688362	0.632369149311058	-0.360969318101885	0.515151515151515	0.569560746735978	0.541879629531894	0.310216342851555	0.49056210789145	0.149008406127369	0.609006387471903	44.2477804119453	57.9603284338206	42.7821195384736	0.180146901599915	-0.1514	-0.0167
P38066	YBL033C	CENPK1137D_4890	fluxes_kapp_Gecko_Yu2021_std_010	0.00242647313778467	1.934453725E-08	4.6939E-11	0.000099	30.3707415980819	0.27374637891078	0.331	0.3275	0.3281	0.2754	0.112	0.042	0.417	54.9	0.47	0.481	336	345	-0.59971	0.055072	0.445	0.642103279165753	0.829696631698007	0.700132442258291	-0.644485414105505	0.333333333333333	0.666225917987204	0.80297531957403	0.41225173435874	0.588819642507944	0.327014456881332	1.1030306149445	54.902873559028	53.4784793748944	32.7817684545277	0.11899000715897	0.0361	0.0112
P07263	YPR033C	CENPK1137D_1735	fluxes_kapp_Gecko_Yu2021_Gln_N30	0.00244833237260712	1.36852641051571E-05	3.35060751363344E-08	0.0081951804	43.5713073162592	0.33120528644382	0.5119	0.2262	0.3271	0.2015	0.295	0.336	0.606	42.16	0.328	0.402	530	546	-0.27619	0.075092	0.667	0.690129069554898	1.69227698349798	0.950377808984977	-0.129761953616647	0.485130111524164	0.597960209637123	0.353346535743294	0.302784616692564	0.318593946354812	0.190432454372706	0.441186351242153	42.1602242395699	56.3257438897356	48.4893906558881	0.188842542334158	-0.203	0.0509
P32263	YER023W	CENPK1137D_3681	fluxes_kapp_Gecko_Yu2021_N30_030	0.00245084109253765	7.93433041374385E-06	1.94457830197747E-08	0.05860683	33.6799811098646	0.32505052770202	0.4364	0.2727	0.3051	0.2152	0.21	0.278	0.565	40.75	0.391	0.455	276	286	0.109441	0.048951	0.568	0.684162556600337	1.16709687049743	0.827216586592109	-0.263254332529489	0.505338078291815	0.616539111812397	0.528267299311342	0.355835334109955	0.430159815310151	0.273193089102934	0.555431935008858	40.7462597216851	54.9983252152241	40.7665063692756	0.190802486465511	-0.0721	0.0613
P00942	YDR050C	CENPK1137D_3869	fluxes_kapp_Gecko_Yu2021_Phe_std	0.0024744363135804	3.55671601465964E-05	8.80086726376679E-08	1.23861541761266	24.1020666486384	0.441576956865518	0.4523	0.3819	0.2256	0.1889	0.817	0.82	0.893	26.59	0.451	0.445	244	248	-0.105242	0.080645	0.889	1.06719693226257	2.10124552843056	1.67617930680081	0.437658979286473	0.846774193548387	1.41785407998707	0.674768398458451	0.833265207404833	0.497121760198328	0.586168477901671	0.218392503312126	26.5913437504798	35.8173586840843	49.7691210029034	0.62235402600531	-0.2621	0.1017
P22133	YOL126C	CENPK1137D_2248	fluxes_kapp_Gecko_Yu2021_N30_010	0.00248997996420286	0.000002802708389	6.97868773411329E-09	0.0924588270000004	34.3011956569094	0.319177312714648	0.4206	0.3022	0.2526	0.2461	0.209	0.245	0.549	49.53	0.435	0.439	368	377	0.038727	0.050398	0.563	0.633479692847527	1.72072732881704	0.750045360117555	-0.283340600011163	0.367292225201072	0.597769389980874	0.347393442278752	0.341253149625743	0.454976682439924	0.214710177038392	0.5460057532477	49.5277344013999	58.5263093485696	45.0515100756496	0.133108045592668	-0.1875	0.0391
P47176	YJR148W	CENPK1137D_1444	fluxes_kapp_Gecko_Yu2020_CN30	0.00252226002869519	6.65267396393368E-06	1.67797736231711E-08	0.073274454	36.2710419703208	0.322650660899818	0.4096	0.2765	0.3356	0.2259	0.195	0.229	0.536	50.57	0.394	0.444	360	376	-0.2875	0.093085	0.56	0.666944072003732	0.954257928498231	0.624166135103497	-0.35313291182588	0.392370572207084	0.525853327510718	0.551059951200282	0.234806872066415	0.3761929057998	0.124196866139024	0.64545680286169	50.5684445888165	60.382654117981	39.6922416605349	0.122804060817288	-0.0707	0.0579
P07263	YPR033C	CENPK1137D_1735	fluxes_kapp_Gecko_Yu2021_Gln_glc2	0.00254183175057652	1.75350405309143E-05	4.45711227691242E-08	0.0081951804	43.5713073162592	0.33120528644382	0.5119	0.2262	0.3271	0.2015	0.295	0.336	0.606	42.16	0.328	0.402	530	546	-0.27619	0.075092	0.667	0.690129069554898	1.69227698349798	0.950377808984977	-0.129761953616647	0.485130111524164	0.597960209637123	0.353346535743294	0.302784616692564	0.318593946354812	0.190432454372706	0.441186351242153	42.1602242395699	56.3257438897356	48.4893906558881	0.188842542334158	-0.203	0.0509
P47119	YJR069C	CENPK1137D_1363	fluxes_kapp_Gecko_Yu2020_CN30	0.00258429540081968	1.36453518389636E-07	3.526362E-10	0.001188	31.8341252797707	0.319506998153219	0.4172	0.2914	0.3333	0.2868	0.198	0.184	0.524	55.11	0.424	0.416	191	197	-0.338579	0.111675	0.567	0.701165134392505	1.04973660633131	0.940624631189538	-0.392060417990012	0.415384615384615	0.561857391780971	0.535236542569079	0.351335264536385	0.373512720044421	0.301331484777897	1.86833012605798	55.1064575753438	52.2823808763808	35.9610720616945	0.153414858013679	-0.0135	0.0533
P07807	YOR236W	CENPK1137D_2252	fluxes_kapp_Gecko_Yu2021_Phe_N30	0.0025895011124335	0.0000006452142094	1.6707829129992E-09	0.000362676600000001	29.0969315645826	0.266730613030393	0.3396	0.2516	0.4387	0.2806	0.102	-0.003	0.408	60.66	0.393	0.414	201	211	-0.44218	0.099526	0.459	0.657730822135944	0.62719023482497	0.47424720729376	-0.741336570233004	0.375609756097561	0.507591662875843	0.809310532421628	0.287187057674199	0.605564046044679	0.160273968527868	0.932355260021303	60.6589828232592	61	35.3658812015974	0.093430776884724	0.1297	-0.0002
P06785	YOR074C	CENPK1137D_2092	fluxes_kapp_Gecko_Lahtvee2017_EtOH20	0.0025979476539547	7.61814425701478E-07	0.000000001979154	0.0003564	33.3653230589331	0.284755593406629	0.4496	0.2143	0.4171	0.2292	0.194	0.149	0.493	47	0.328	0.398	290	304	-0.512829	0.108553	0.583	0.729312880881098	0.868613541413419	0.636727857805022	-0.397819325854517	0.465986394557823	0.564299503919797	0.649655430194609	0.27341854941264	0.429411947445161	0.167311346301205	0.886597341802483	46.9990610627261	57.9879634504181	34.7752109871319	0.167444716839758	0.0053	0.044
P16120	YCR053W	CENPK1137D_4407	fluxes_kapp_Gecko_Yu2021_Gln_glc2	0.00260418251484494	0.00000109993409	2.86442912465988E-09	0.053725716	33.6048803486353	0.367361263253693	0.3951	0.3679	0.3653	0.1514	0.404	0.457	0.682	37.49	0.402	0.405	503	514	-0.28035	0.101167	0.727	0.765013066278839	2.22103588835383	1.61582800017543	0.077489010222254	0.566600397614314	0.765747141769215	0.344770269487525	0.454204491980518	0.281097054841979	0.375175167190548	0.211307039645695	37.4908504477065	48.0743168908229	55.2014989815243	0.23975244829551	-0.1757	0.06
P27472	YLR258W	CENPK1137D_633	fluxes_kapp_Gecko_Yu2021_Gln_N30	0.00263040255516292	0.00001063648262	2.7978231061594E-08	0.032721678	31.7481874803518	0.295876490907802	0.4296	0.2285	0.3727	0.2452	0.165	0.119	0.469	50.81	0.362	0.417	683	705	-0.340284	0.103546	0.553	0.658281068222661	0.893901409467312	0.390045342149862	-0.451106910420282	0.352769679300292	0.503692622813818	0.563476707251167	0.166712050677921	0.427417104275705	0.075627490942569	0.838686024160185	50.8123219306991	61	39.1119294689977	0.100420001921404	-0.0363	0.0339
P33734	YBR248C	CENPK1137D_4805	fluxes_kapp_Gecko_Lahtvee2017_Osmo06	0.00265864349832058	7.62112212850739E-06	2.02618467968633E-08	0.0081951804	32.8443147263244	0.286405002931606	0.4182	0.2295	0.4015	0.2434	0.16	0.139	0.491	49.93	0.356	0.415	542	552	-0.339674	0.096014	0.541	0.640849714525236	0.864155698563916	0.49403882505645	-0.47232409466007	0.295668549905838	0.516700795360202	0.5979255777852	0.233405077995382	0.472442784165217	0.1167583862284	0.893760952956897	49.9258447048428	60.6601601061144	37.6705237431838	0.098909128876536	0.0026	0.0277
P38635	YFR025C	CENPK1137D_3408	fluxes_kapp_Gecko_Yu2020_CN30	0.00265916074466995	2.81372036489794E-07	7.48213474081502E-10	0.0163903608	32.7474255229068	0.284734078612127	0.3233	0.3496	0.3656	0.3088	0.139	0.079	0.471	58.17	0.48	0.426	325	335	-0.31791	0.104478	0.496	0.65386658770765	0.812266188998746	0.642967357627254	-0.557011693337779	0.372307692307692	0.560905528649093	0.6905439820664	0.342327035948083	0.532417442172141	0.213130702425205	1.06570677572027	58.1687922798594	59.2232198793978	32.5425106423226	0.062502566085705	0.0418	0.0142
P16622	YOR176W	CENPK1137D_2194	fluxes_kapp_Gecko_Yu2020_Clim	0.0026632988901121	3.30279678058581E-08	8.796335E-11	0.000000198	34.9821434448457	0.301005637928595	0.4252	0.2658	0.3624	0.2271	0.169	0.119	0.479	50.22	0.376	0.413	378	393	-0.389568	0.10687	0.548	0.646338093443204	1.03105623727872	0.632548188489243	-0.419057583045794	0.280839895013123	0.558177677878312	0.541364920454309	0.302541746041151	0.47829043153808	0.191515756582935	0.717336551174765	50.2153748407425	57.7566920840612	42.1398122086268	0.127332457488248	-0.1408	0.0261
P33734	YBR248C	CENPK1137D_4805	fluxes_kapp_Gecko_Lahtvee2017_EtOH60	0.00267525153729255	5.44367452764403E-06	1.45631986486E-08	0.0081951804	32.8443147263244	0.286405002931606	0.4182	0.2295	0.4015	0.2434	0.16	0.139	0.491	49.93	0.356	0.415	542	552	-0.339674	0.096014	0.541	0.640849714525236	0.864155698563916	0.49403882505645	-0.47232409466007	0.295668549905838	0.516700795360202	0.5979255777852	0.233405077995382	0.472442784165217	0.1167583862284	0.893760952956897	49.9258447048428	60.6601601061144	37.6705237431838	0.098909128876536	0.0026	0.0277
P32178	YPR060C	CENPK1137D_1760	fluxes_kapp_Gecko_Lahtvee2017_EtOH40	0.00268530930692642	7.37644315623443E-06	1.980803145945E-08	0.029158965	32.9287601735687	0.321768281054943	0.4518	0.2132	0.3949	0.2619	0.217	0.192	0.536	44.66	0.341	0.363	252	256	-0.43086	0.097656	0.608	0.700519626186604	1.21351264338223	0.705497482608792	-0.320911108352331	0.49402390438247	0.534891905742876	0.440779837490656	0.303989328396977	0.430886482079119	0.141119343556472	0.429314076842763	44.6607504701198	61	48.1399280922327	0.183188931002083	-0.0057	0.052
P00815	YCL030C	CENPK1137D_4469	fluxes_kapp_Gecko_Yu2021_N30_005	0.00269098625884329	0.000006213001708	1.67191022223979E-08	0.0081951804	33.1401642842178	0.325801028223123	0.4692	0.2516	0.3238	0.2287	0.269	0.314	0.591	45.76	0.37	0.425	782	799	-0.188235	0.065081	0.628	0.689811745801011	1.61779825491047	1.03402988251988	-0.159652338095894	0.532650448143406	0.620152109889859	0.383330930174714	0.30459217975094	0.29456806316725	0.226312370126555	0.482657279877887	45.7630221397024	55.0451852543438	48.1355717970585	0.162309772624173	-0.1479	0.0543
P07263	YPR033C	CENPK1137D_1735	fluxes_kapp_Gecko_Yu2021_std_010	0.00271825579879517	1.10543497875429E-05	3.00485504118986E-08	0.0081951804	43.5713073162592	0.33120528644382	0.5119	0.2262	0.3271	0.2015	0.295	0.336	0.606	42.16	0.328	0.402	530	546	-0.27619	0.075092	0.667	0.690129069554898	1.69227698349798	0.950377808984977	-0.129761953616647	0.485130111524164	0.597960209637123	0.353346535743294	0.302784616692564	0.318593946354812	0.190432454372706	0.441186351242153	42.1602242395699	56.3257438897356	48.4893906558881	0.188842542334158	-0.203	0.0509
P05150	YJL088W	CENPK1137D_1214	fluxes_kapp_Gecko_Lahtvee2017_Osmo02	0.00273149192493014	3.16761904864685E-05	8.65232585263375E-08	0.019863756	40.9003424478139	0.267596535945747	0.4556	0.2519	0.4351	0.1564	0.201	0.113	0.491	44.25	0.308	0.365	328	338	-0.149113	0.085799	0.608	0.726603384783399	1.05108351688362	0.632369149311058	-0.360969318101885	0.515151515151515	0.569560746735978	0.541879629531894	0.310216342851555	0.49056210789145	0.149008406127369	0.609006387471903	44.2477804119453	57.9603284338206	42.7821195384736	0.180146901599915	-0.1514	-0.0167
P38999	YNR050C	CENPK1137D_2729	fluxes_kapp_Gecko_Yu2021_Phe_N30	0.00273731347115402	0.000008816464639	2.41334274242878E-08	0.035376462	27.3272080948341	0.345442706582703	0.4098	0.2705	0.3887	0.165	0.332	0.403	0.64	38	0.348	0.417	431	446	-0.142153	0.089686	0.69	0.746305334734785	1.72571713834063	1.18277037008599	-0.028421202871318	0.556581986143187	0.697560351638728	0.4042147673804	0.393938662594453	0.333064365288262	0.256042583321737	0.253917075491912	37.9991507946375	51.7438552140453	53.5412239154426	0.246368946283469	-0.0355	0.0755
P50861	YOL143C	CENPK1137D_2071	fluxes_kapp_Gecko_Yu2021_Phe_std	0.00273951146456021	0.000000833999065	0.00000000228475	0.000198	30.5486427287388	0.317101847013537	0.4504	0.2901	0.3594	0.1327	0.211	0.251	0.557	48	0.335	0.432	158	169	0.008284	0.065089	0.588	0.738960058159368	1.0149316621407	0.869479146832506	-0.299274870192384	0.463855421686747	0.524143063591404	0.516431877281156	0.354824246256582	0.40808827623894	0.222533469603133	0.251563126667179	48.0020565010322	57.6215883130844	52.3929925049798	0.220146803165739	-0.197	0.0203
P11353	YDR044W	CENPK1137D_3863	fluxes_kapp_Gecko_Yu2020_Clim	0.00274384828950853	5.65738275667582E-07	0.0000000015523	0.000000198	34.530507016753	0.347287250657783	0.4453	0.3125	0.3559	0.1532	0.448	0.515	0.708	37.77	0.365	0.443	312	328	-0.671342	0.112805	0.753	0.834867632752839	1.81922066078633	1.74075724238993	0.108576174912458	0.628834355828221	0.847128769138272	0.465654764921212	0.502565657461408	0.288705194051884	0.415200431523333	0.226306537573232	37.7676907218333	47.5325681112474	54.5618933841177	0.341957100513676	-0.1717	0.0818
P08456	YER026C	CENPK1137D_3684	fluxes_kapp_Gecko_Yu2020_CN50	0.00277940659195274	4.56950262143851E-06	1.27005057079715E-08	0.00399421430356616	33.6018947239165	0.278232715284594	0.437	0.2227	0.3854	0.1965	0.177	0.147	0.487	49.15	0.328	0.399	265	276	0.164855	0.115942	0.572	0.676218615115898	1.06851051972568	0.591771227227275	-0.418148250296074	0.451851851851852	0.478096415396057	0.447441935825582	0.266784928469521	0.450824433826453	0.11559963318738	0.541793454001002	49.1527642331865	61	43.8369228223766	0.166114148481328	0.0215	0.0446
P38999	YNR050C	CENPK1137D_2729	fluxes_kapp_Gecko_Yu2021_Ile_N30	0.0027852163197502	0.000007375360738	2.05419750915225E-08	0.03394711	27.3272080948341	0.345442706582703	0.4098	0.2705	0.3887	0.165	0.332	0.403	0.64	38	0.348	0.417	431	446	-0.142153	0.089686	0.69	0.746305334734785	1.72571713834063	1.18277037008599	-0.028421202871318	0.556581986143187	0.697560351638728	0.4042147673804	0.393938662594453	0.333064365288262	0.256042583321737	0.253917075491912	37.9991507946375	51.7438552140453	53.5412239154426	0.246368946283469	-0.0355	0.0755
P16622	YOR176W	CENPK1137D_2194	fluxes_kapp_Gecko_Yu2020_CN30	0.0027994592408157	3.14215505328699E-08	8.796335E-11	0.000000198	34.9821434448457	0.301005637928595	0.4252	0.2658	0.3624	0.2271	0.169	0.119	0.479	50.22	0.376	0.413	378	393	-0.389568	0.10687	0.548	0.646338093443204	1.03105623727872	0.632548188489243	-0.419057583045794	0.280839895013123	0.558177677878312	0.541364920454309	0.302541746041151	0.47829043153808	0.191515756582935	0.717336551174765	50.2153748407425	57.7566920840612	42.1398122086268	0.127332457488248	-0.1408	0.0261
P07172	YIL116W	CENPK1137D_5143	fluxes_kapp_Gecko_Yu2021_Phe_N30	0.00282699795317268	0.0000002090956652	5.91113017537681E-10	0.0081951804	24.2811798759503	0.301017595297185	0.4286	0.2381	0.3659	0.2264	0.209	0.22	0.533	47.81	0.36	0.397	375	385	-0.127273	0.075325	0.589	0.681762503123534	1.16937347356838	0.714956554436201	-0.295466579145801	0.414438502673797	0.526468391159673	0.450214070234667	0.279274552974856	0.390617515486777	0.149528386139563	0.623605720431023	47.8070136277345	61	42.840732602894	0.138118722825051	-0.0561	0.046
P09950	YDR232W	CENPK1137D_4056	fluxes_kapp_Gecko_Yu2021_Gln_N30	0.0028297288005254	0.0000001133797698	3.20834E-10	0.000000792	33.8639078745702	0.347257045680685	0.3529	0.3573	0.3027	0.2205	0.213	0.262	0.553	49.84	0.464	0.471	535	548	-0.193066	0.071168	0.572	0.637485983530818	1.40229861936925	0.744539751781222	-0.278355370244029	0.24577861163227	0.609264747398703	0.434475752156662	0.303092696908366	0.407087326342553	0.224685485430844	0.526047072648607	49.844958893023	56.9909969090834	45.1694333066896	0.116951119189321	-0.1069	0.0434
P07172	YIL116W	CENPK1137D_5143	fluxes_kapp_Gecko_Yu2021_Phe_std	0.00285483593957635	0.0000002299805674	6.56556789217681E-10	0.0081951804	24.2811798759503	0.301017595297185	0.4286	0.2381	0.3659	0.2264	0.209	0.22	0.533	47.81	0.36	0.397	375	385	-0.127273	0.075325	0.589	0.681762503123534	1.16937347356838	0.714956554436201	-0.295466579145801	0.414438502673797	0.526468391159673	0.450214070234667	0.279274552974856	0.390617515486777	0.149528386139563	0.623605720431023	47.8070136277345	61	42.840732602894	0.138118722825051	-0.0561	0.046
