Protein	Source ID	Standard Name	ratio	EsExp	Es	Fluxes	iCUB	tAI	T3s	C3s	A3s	G3s	CAI_CODONW	CBI	Fop_CODONW	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo	CAI_EMBOSS	CAI_coRdon	MELP	E	GCB	Fop_coRdon	MILC_SELF	MILC_REF	B_SELF	B_REF	MCB_SELF	MCB_REF	ENC	ENC_prime_SELF	ENC_prime_REF	SCUO	Sc	St
P0AC75	fluxes_kapp_Gecko_GLC_CHEM_mu=0.21_V	waaA	0.406028372103026	1.47565802496E-07	5.99159025655275E-08	0.003881472	43.8095431164603	0.330663941367936	0.3315	0.3036	0.218	0.3385	0.324	0.248	0.544	48.79	0.529	0.54	412	425	0.022118	0.077647	0.697	0.694343156162922	0.891560024040398	0.507342470593947	-0.272897185914149	0.414043583535109	0.464578635537163	0.521085090190307	0.182225755812014	0.359177018235201	0.0672102503743559	0.48865953741558	48.785232508192	61	46.6158781261084	0.145532046389164	-0.1573	0.2931
P0A6S7	fluxes_kapp_Gecko_ACE_BATCH_mu=0.3_S	gpsA	0.408218356699552	0.0000013	5.30683863709418E-07	0.03962298	35.1360789169218	0.336400221097001	0.3239	0.3592	0.1828	0.3294	0.332	0.253	0.561	48.88	0.567	0.569	326	339	-0.024779	0.053097	0.732	0.749737088561934	0.835815163140684	0.539719778675989	-0.263364361449733	0.501492537313433	0.496474123515156	0.593999900228646	0.219184197151614	0.406107402047234	0.125805067352386	0.73583108237445	48.8846232108419	60.970454470502	46.9244072751807	0.160330432792471	-0.1537	0.2134
P0AC53	fluxes_kapp_Gecko_GLC_CHEM_mu=0.12_S	zwf	0.411528818048779	4.81636851030015E-07	1.98207444033118E-07	0.0674658497999928	34.5169207779987	0.367565097518166	0.3307	0.3543	0.2356	0.3529	0.422	0.334	0.612	44.93	0.546	0.518	467	491	-0.373523	0.089613	0.777	0.755973160857222	0.864106602191698	0.566026798912272	-0.177856332622594	0.466804979253112	0.51125182426033	0.591653648940541	0.197077493834158	0.348176966555082	0.0966362142544134	0.801496752254225	44.9259039932738	61	41.5510513434884	0.196862281099911	-0.1548	0.3603
P08373	fluxes_kapp_Gecko_GLC_CHEM_mu=0.40_V	murB	0.41267473631508	1.4618488736E-07	6.03268098445376E-08	0.00569654	29.1858516069835	0.338289575486648	0.4185	0.237	0.387	0.2181	0.298	0.075	0.459	49.38	0.353	0.46	331	342	-0.203509	0.081871	0.669	0.731912752649309	0.791813424048371	0.755901903711521	-0.329311293271103	0.475460122699386	0.721278528275121	0.910919803035644	0.413631971310597	0.547203240631675	0.434431231685985	1.2815184578211	49.3753153505856	47.0944079187676	27.9222648258284	0.160963947579902	-0.1213	0.2781
P14900	fluxes_kapp_Gecko_ACE_BATCH_mu=0.3_S	murD	0.414524841404433	0.0000003	1.2435745242133E-07	0.00791958	36.7890244926191	0.348203236719755	0.3178	0.3096	0.2136	0.3746	0.385	0.316	0.597	44.17	0.555	0.549	422	438	0.004794	0.057078	0.766	0.781467203743882	0.82660611557582	0.495305988125529	-0.236494330951647	0.502325581395349	0.488883095061647	0.591434161748352	0.198260702013771	0.400279234991854	0.0833666986421773	0.875000594885433	44.168432209587	61	40.3002182680803	0.195827926009267	-0.0564	0.2757
P06983	fluxes_kapp_Gecko_PYR_BATCH_mu=0.4_S	hemC	0.414817979732196	0.000000753236912	3.12456214095558E-07	0.0000892	35.2622594438984	0.335268529967425	0.2966	0.3498	0.2481	0.2971	0.31	0.218	0.528	47.79	0.534	0.562	305	313	-0.066134	0.031949	0.709	0.751674696899904	0.771531389648957	0.631882382869679	-0.289001672962115	0.485245901639344	0.550536642049821	0.7135635042669	0.320148808612032	0.506658861350247	0.192491526349353	0.90035606933733	47.7879948451041	58.018158979361	41.881962649271	0.18670871732326	-0.1144	0.2385
P06983	fluxes_kapp_Gecko_GLC_CHEM_mu=0.41_P	hemC	0.414817979732196	0.0000007720678348	3.20267619447947E-07	0.00009143	35.2622594438984	0.335268529967425	0.2966	0.3498	0.2481	0.2971	0.31	0.218	0.528	47.79	0.534	0.562	305	313	-0.066134	0.031949	0.709	0.751674696899904	0.771531389648957	0.631882382869679	-0.289001672962115	0.485245901639344	0.550536642049821	0.7135635042669	0.320148808612032	0.506658861350247	0.192491526349353	0.90035606933733	47.7879948451041	58.018158979361	41.881962649271	0.18670871732326	-0.1144	0.2385
P06983	fluxes_kapp_Gecko_GAM_BATCH_mu=0.46_S	hemC	0.414817979732197	0.0000008662224488	3.59324646209892E-07	0.00010258	35.2622594438984	0.335268529967425	0.2966	0.3498	0.2481	0.2971	0.31	0.218	0.528	47.79	0.534	0.562	305	313	-0.066134	0.031949	0.709	0.751674696899904	0.771531389648957	0.631882382869679	-0.289001672962115	0.485245901639344	0.550536642049821	0.7135635042669	0.320148808612032	0.506658861350247	0.192491526349353	0.90035606933733	47.7879948451041	58.018158979361	41.881962649271	0.18670871732326	-0.1144	0.2385
P06983	fluxes_kapp_Gecko_GLC_CHEM_mu=0.46_P	hemC	0.414817979732197	0.0000008662224488	3.59324646209892E-07	0.00010258	35.2622594438984	0.335268529967425	0.2966	0.3498	0.2481	0.2971	0.31	0.218	0.528	47.79	0.534	0.562	305	313	-0.066134	0.031949	0.709	0.751674696899904	0.771531389648957	0.631882382869679	-0.289001672962115	0.485245901639344	0.550536642049821	0.7135635042669	0.320148808612032	0.506658861350247	0.192491526349353	0.90035606933733	47.7879948451041	58.018158979361	41.881962649271	0.18670871732326	-0.1144	0.2385
P06983	fluxes_kapp_Gecko_GLC_CHEM_mu=0.49_V	hemC	0.414817979732197	0.0000009227152172	3.82758862267059E-07	0.00010927	35.2622594438984	0.335268529967425	0.2966	0.3498	0.2481	0.2971	0.31	0.218	0.528	47.79	0.534	0.562	305	313	-0.066134	0.031949	0.709	0.751674696899904	0.771531389648957	0.631882382869679	-0.289001672962115	0.485245901639344	0.550536642049821	0.7135635042669	0.320148808612032	0.506658861350247	0.192491526349353	0.90035606933733	47.7879948451041	58.018158979361	41.881962649271	0.18670871732326	-0.1144	0.2385
P06983	fluxes_kapp_Gecko_GLYC_BATCH_mu=0.47_S	hemC	0.414817979732197	0.0000008850533716	3.67136051562281E-07	0.00010481	35.2622594438984	0.335268529967425	0.2966	0.3498	0.2481	0.2971	0.31	0.218	0.528	47.79	0.534	0.562	305	313	-0.066134	0.031949	0.709	0.751674696899904	0.771531389648957	0.631882382869679	-0.289001672962115	0.485245901639344	0.550536642049821	0.7135635042669	0.320148808612032	0.506658861350247	0.192491526349353	0.90035606933733	47.7879948451041	58.018158979361	41.881962649271	0.18670871732326	-0.1144	0.2385
P06983	fluxes_kapp_Gecko_MAN_BATCH_mu=0.47_S	hemC	0.414817979732197	0.0000008850533716	3.67136051562281E-07	0.00010481	35.2622594438984	0.335268529967425	0.2966	0.3498	0.2481	0.2971	0.31	0.218	0.528	47.79	0.534	0.562	305	313	-0.066134	0.031949	0.709	0.751674696899904	0.771531389648957	0.631882382869679	-0.289001672962115	0.485245901639344	0.550536642049821	0.7135635042669	0.320148808612032	0.506658861350247	0.192491526349353	0.90035606933733	47.7879948451041	58.018158979361	41.881962649271	0.18670871732326	-0.1144	0.2385
P06983	fluxes_kapp_Gecko_GLC_CHEM_mu=0.50_S	hemC	0.414817979732197	0.00000094154614	3.90570267619448E-07	0.0001115	35.2622594438984	0.335268529967425	0.2966	0.3498	0.2481	0.2971	0.31	0.218	0.528	47.79	0.534	0.562	305	313	-0.066134	0.031949	0.709	0.751674696899904	0.771531389648957	0.631882382869679	-0.289001672962115	0.485245901639344	0.550536642049821	0.7135635042669	0.320148808612032	0.506658861350247	0.192491526349353	0.90035606933733	47.7879948451041	58.018158979361	41.881962649271	0.18670871732326	-0.1144	0.2385
P06983	fluxes_kapp_Gecko_GLC_CHEM_mu=0.51_P	hemC	0.414817979732197	0.0000009603770628	3.98381672971837E-07	0.00011373	35.2622594438984	0.335268529967425	0.2966	0.3498	0.2481	0.2971	0.31	0.218	0.528	47.79	0.534	0.562	305	313	-0.066134	0.031949	0.709	0.751674696899904	0.771531389648957	0.631882382869679	-0.289001672962115	0.485245901639344	0.550536642049821	0.7135635042669	0.320148808612032	0.506658861350247	0.192491526349353	0.90035606933733	47.7879948451041	58.018158979361	41.881962649271	0.18670871732326	-0.1144	0.2385
P06983	fluxes_kapp_Gecko_XYL_BATCH_mu=0.55_S	hemC	0.414817979732197	0.000001035700754	4.29627294381393E-07	0.00012265	35.2622594438984	0.335268529967425	0.2966	0.3498	0.2481	0.2971	0.31	0.218	0.528	47.79	0.534	0.562	305	313	-0.066134	0.031949	0.709	0.751674696899904	0.771531389648957	0.631882382869679	-0.289001672962115	0.485245901639344	0.550536642049821	0.7135635042669	0.320148808612032	0.506658861350247	0.192491526349353	0.90035606933733	47.7879948451041	58.018158979361	41.881962649271	0.18670871732326	-0.1144	0.2385
P06983	fluxes_kapp_Gecko_GLC_CHEM_mu=0.11_V	hemC	0.414817979732197	0.0000002071401508	8.59254588762786E-08	0.00002453	35.2622594438984	0.335268529967425	0.2966	0.3498	0.2481	0.2971	0.31	0.218	0.528	47.79	0.534	0.562	305	313	-0.066134	0.031949	0.709	0.751674696899904	0.771531389648957	0.631882382869679	-0.289001672962115	0.485245901639344	0.550536642049821	0.7135635042669	0.320148808612032	0.506658861350247	0.192491526349353	0.90035606933733	47.7879948451041	58.018158979361	41.881962649271	0.18670871732326	-0.1144	0.2385
P06983	fluxes_kapp_Gecko_GLC_CHEM_mu=0.35_S	hemC	0.414817979732197	0.000000659082298	2.73399187333614E-07	0.00007805	35.2622594438984	0.335268529967425	0.2966	0.3498	0.2481	0.2971	0.31	0.218	0.528	47.79	0.534	0.562	305	313	-0.066134	0.031949	0.709	0.751674696899904	0.771531389648957	0.631882382869679	-0.289001672962115	0.485245901639344	0.550536642049821	0.7135635042669	0.320148808612032	0.506658861350247	0.192491526349353	0.90035606933733	47.7879948451041	58.018158979361	41.881962649271	0.18670871732326	-0.1144	0.2385
P06983	fluxes_kapp_Gecko_GLC_CHEM_mu=0.36_P	hemC	0.414817979732197	0.0000006779132208	2.81210592686003E-07	0.00008028	35.2622594438984	0.335268529967425	0.2966	0.3498	0.2481	0.2971	0.31	0.218	0.528	47.79	0.534	0.562	305	313	-0.066134	0.031949	0.709	0.751674696899904	0.771531389648957	0.631882382869679	-0.289001672962115	0.485245901639344	0.550536642049821	0.7135635042669	0.320148808612032	0.506658861350247	0.192491526349353	0.90035606933733	47.7879948451041	58.018158979361	41.881962649271	0.18670871732326	-0.1144	0.2385
P0AEK2	fluxes_kapp_Gecko_GLC_CHEM_mu=0.12_S	fabG	0.415174672434887	7.48534566677912E-06	3.10772593526692E-06	0.008871936	29.8065457321127	0.373258683914704	0.3713	0.3267	0.2398	0.25	0.453	0.421	0.668	43.52	0.474	0.516	232	244	0.09959	0.045082	0.764	0.764855386178552	1.24473494191933	0.816440030515559	-0.126349847333841	0.547717842323652	0.539253195579349	0.433227330107598	0.287123865451082	0.351677838811714	0.160013299614762	0.260447739418991	43.5231636859571	59.9042707052261	53.6544051974452	0.256705315747659	-0.1973	0.3545
P06983	fluxes_kapp_Gecko_GLC_CHEM_mu=0.40_V	hemC	0.425188429225501	0.000000753236912	3.20267619447947E-07	0.00009143	35.2622594438984	0.335268529967425	0.2966	0.3498	0.2481	0.2971	0.31	0.218	0.528	47.79	0.534	0.562	305	313	-0.066134	0.031949	0.709	0.751674696899904	0.771531389648957	0.631882382869679	-0.289001672962115	0.485245901639344	0.550536642049821	0.7135635042669	0.320148808612032	0.506658861350247	0.192491526349353	0.90035606933733	47.7879948451041	58.018158979361	41.881962649271	0.18670871732326	-0.1144	0.2385
P0A955	fluxes_kapp_Gecko_GLC_CHEM_mu=0.35_S	eda	0.426473521240708	1.49889872830432E-05	6.39240618643163E-06	3.98671673744062	28.8370042474106	0.372023630771953	0.3064	0.289	0.2022	0.3941	0.591	0.577	0.749	36.24	0.565	0.565	207	213	0.322066	0.056338	0.782	0.838360149263054	1.30519223694713	1.41143790311999	0.035792271285651	0.642857142857143	0.668855179963226	0.512457215902304	0.415457720338682	0.294350689761349	0.184790510155155	0.343951285397911	36.2374166095776	57.7262032600346	58.855106588772	0.368448530845382	-0.0944	0.4302
Q47146	fluxes_kapp_Gecko_GLC_CHEM_mu=0.50_S	fadE	0.426624179918188	0.0000016	6.825986878691E-07	0.08897	34.5046041138911	0.340982232254511	0.2571	0.3774	0.1549	0.4427	0.391	0.335	0.605	41.2	0.654	0.57	780	814	0.00602	0.074939	0.772	0.768197874014694	0.916281292102451	0.594378933074299	-0.212810062214521	0.534739454094293	0.5593686803239	0.610477028337446	0.251561536082034	0.42323427376688	0.131155420866212	0.923049846477074	41.1994878662722	58.7727400202988	38.5256009188253	0.211858011438002	-0.0619	0.2645
P0A6S7	fluxes_kapp_Gecko_XYL_BATCH_mu=0.55_S	gpsA	0.426719481052895	0.0000012	5.12063377263474E-07	0.0382327	35.1360789169218	0.336400221097001	0.3239	0.3592	0.1828	0.3294	0.332	0.253	0.561	48.88	0.567	0.569	326	339	-0.024779	0.053097	0.732	0.749737088561934	0.835815163140684	0.539719778675989	-0.263364361449733	0.501492537313433	0.496474123515156	0.593999900228646	0.219184197151614	0.406107402047234	0.125805067352386	0.73583108237445	48.8846232108419	60.970454470502	46.9244072751807	0.160330432792471	-0.1537	0.2134
P0AC75	fluxes_kapp_Gecko_GLC_CHEM_mu=0.12_S	waaA	0.428585503886527	7.9885246464E-08	3.42376586088728E-08	0.002217984	43.8095431164603	0.330663941367936	0.3315	0.3036	0.218	0.3385	0.324	0.248	0.544	48.79	0.529	0.54	412	425	0.022118	0.077647	0.697	0.694343156162922	0.891560024040398	0.507342470593947	-0.272897185914149	0.414043583535109	0.464578635537163	0.521085090190307	0.182225755812014	0.359177018235201	0.0672102503743559	0.48865953741558	48.785232508192	61	46.6158781261084	0.145532046389164	-0.1573	0.2931
P61949	fluxes_kapp_Gecko_GAM_BATCH_mu=0.46_S	fldA	0.431406384814496	1.011019334556E-08	4.36160196098361E-09	0.02501365	33.4574863133282	0.37723998028494	0.3696	0.4348	0.2846	0.2222	0.563	0.459	0.694	41.57	0.494	0.491	170	176	-0.284659	0.107955	0.784	0.952964257894007	1.05538278298955	1.12947970451203	0.00503843106455877	0.645714285714286	0.639260396976487	0.605714255794163	0.427980548144976	0.378918316491467	0.174579010853645	0.52546457987539	41.5681398581024	60.4021399531974	51.2756685462766	0.3409169649328	-0.3002	0.5256
P61949	fluxes_kapp_Gecko_GLC_CHEM_mu=0.46_P	fldA	0.431406384814496	1.011019334556E-08	4.36160196098361E-09	0.02501365	33.4574863133282	0.37723998028494	0.3696	0.4348	0.2846	0.2222	0.563	0.459	0.694	41.57	0.494	0.491	170	176	-0.284659	0.107955	0.784	0.952964257894007	1.05538278298955	1.12947970451203	0.00503843106455877	0.645714285714286	0.639260396976487	0.605714255794163	0.427980548144976	0.378918316491467	0.174579010853645	0.52546457987539	41.5681398581024	60.4021399531974	51.2756685462766	0.3409169649328	-0.3002	0.5256
P21599	fluxes_kapp_Gecko_GLC_CHEM_mu=0.41_P	pykA	0.431409231695264	1.77431284050089E-06	7.6545493930753E-07	5.38574014069222	36.0116491072734	0.374514746351742	0.33	0.3678	0.2302	0.2743	0.441	0.407	0.652	46.03	0.526	0.529	460	480	-0.024583	0.033333	0.741	0.741263209394644	1.19823537652254	0.892585797920189	-0.0935636599530693	0.453191489361702	0.533571661996949	0.445297870895329	0.24236318731992	0.271529289267933	0.134349507641113	0.58243030649379	46.0348810648203	59.755527890901	52.4375464648245	0.208672975741553	-0.2205	0.4019
P17952	fluxes_kapp_Gecko_GLC_CHEM_mu=0.31_V	murC	0.436367485272349	0.00000061	2.66184166016133E-07	0.008183566	28.6453172696619	0.335963481223543	0.3414	0.3002	0.1941	0.396	0.369	0.276	0.575	42.15	0.549	0.548	475	491	-0.160692	0.0611	0.761	0.736452858709283	0.871019591044502	0.546724401329916	-0.284539459444888	0.503092783505155	0.519928219476444	0.596919087494876	0.209111484112678	0.382480612908463	0.0985435319154463	0.877734717529326	42.1495406889326	61	45.5300850609876	0.181783762195548	-0.092	0.2568
Q47146	fluxes_kapp_Gecko_GLC_CHEM_mu=0.22_P	fadE	0.438963463891206	0.0000013	5.70652503058568E-07	0.07437892	34.5046041138911	0.340982232254511	0.2571	0.3774	0.1549	0.4427	0.391	0.335	0.605	41.2	0.654	0.57	780	814	0.00602	0.074939	0.772	0.768197874014694	0.916281292102451	0.594378933074299	-0.212810062214521	0.534739454094293	0.5593686803239	0.610477028337446	0.251561536082034	0.42323427376688	0.131155420866212	0.923049846477074	41.1994878662722	58.7727400202988	38.5256009188253	0.211858011438002	-0.0619	0.2645
P61949	fluxes_kapp_Gecko_MAN_BATCH_mu=0.47_S	fldA	0.445437067130369	1.032998015742E-08	4.60135606483607E-09	0.025557425	33.4574863133282	0.37723998028494	0.3696	0.4348	0.2846	0.2222	0.563	0.459	0.694	41.57	0.494	0.491	170	176	-0.284659	0.107955	0.784	0.952964257894007	1.05538278298955	1.12947970451203	0.00503843106455877	0.645714285714286	0.639260396976487	0.605714255794163	0.427980548144976	0.378918316491467	0.174579010853645	0.52546457987539	41.5681398581024	60.4021399531974	51.2756685462766	0.3409169649328	-0.3002	0.5256
P14900	fluxes_kapp_Gecko_MAN_BATCH_mu=0.47_S	murD	0.44582763263177	0.00000023	1.02540355505307E-07	0.00653018	36.7890244926191	0.348203236719755	0.3178	0.3096	0.2136	0.3746	0.385	0.316	0.597	44.17	0.555	0.549	422	438	0.004794	0.057078	0.766	0.781467203743882	0.82660611557582	0.495305988125529	-0.236494330951647	0.502325581395349	0.488883095061647	0.591434161748352	0.198260702013771	0.400279234991854	0.0833666986421773	0.875000594885433	44.168432209587	61	40.3002182680803	0.195827926009267	-0.0564	0.2757
P0AGG0	fluxes_kapp_Gecko_GLC_CHEM_mu=0.26_P	thiL	0.449034830525381	0.0000002428631452	1.09054011245743E-07	0.006463002	34.1384144935713	0.326507788066278	0.3345	0.3171	0.2033	0.3498	0.321	0.185	0.516	48.69	0.538	0.546	314	325	0.075077	0.073846	0.691	0.761220348296962	0.842432216478164	0.628516343939193	-0.267773638015668	0.495327102803738	0.496180162214302	0.58898526493753	0.245908434816631	0.391252251732092	0.1206956252381	0.971259559728745	48.6937778459319	61	37.5036047808312	0.143558538130826	-0.1042	0.2723
P0AGG0	fluxes_kapp_Gecko_GLC_CHEM_mu=0.31_P	thiL	0.449034830525381	0.0000002895675962	1.30025936485309E-07	0.007705887	34.1384144935713	0.326507788066278	0.3345	0.3171	0.2033	0.3498	0.321	0.185	0.516	48.69	0.538	0.546	314	325	0.075077	0.073846	0.691	0.761220348296962	0.842432216478164	0.628516343939193	-0.267773638015668	0.495327102803738	0.496180162214302	0.58898526493753	0.245908434816631	0.391252251732092	0.1206956252381	0.971259559728745	48.6937778459319	61	37.5036047808312	0.143558538130826	-0.1042	0.2723
P0AGG0	fluxes_kapp_Gecko_GLC_CHEM_mu=0.31_V	thiL	0.449034830525381	0.0000002895675962	1.30025936485309E-07	0.007705887	34.1384144935713	0.326507788066278	0.3345	0.3171	0.2033	0.3498	0.321	0.185	0.516	48.69	0.538	0.546	314	325	0.075077	0.073846	0.691	0.761220348296962	0.842432216478164	0.628516343939193	-0.267773638015668	0.495327102803738	0.496180162214302	0.58898526493753	0.245908434816631	0.391252251732092	0.1206956252381	0.971259559728745	48.6937778459319	61	37.5036047808312	0.143558538130826	-0.1042	0.2723
P0AGG0	fluxes_kapp_Gecko_GLC_CHEM_mu=0.20_S	thiL	0.449034830525382	0.000000186817804	8.3887700958264E-08	0.00497154	34.1384144935713	0.326507788066278	0.3345	0.3171	0.2033	0.3498	0.321	0.185	0.516	48.69	0.538	0.546	314	325	0.075077	0.073846	0.691	0.761220348296962	0.842432216478164	0.628516343939193	-0.267773638015668	0.495327102803738	0.496180162214302	0.58898526493753	0.245908434816631	0.391252251732092	0.1206956252381	0.971259559728745	48.6937778459319	61	37.5036047808312	0.143558538130826	-0.1042	0.2723
P0AGG0	fluxes_kapp_Gecko_GLC_CHEM_mu=0.21_P	thiL	0.449034830525382	0.0000001961586942	8.80820860061772E-08	0.005220117	34.1384144935713	0.326507788066278	0.3345	0.3171	0.2033	0.3498	0.321	0.185	0.516	48.69	0.538	0.546	314	325	0.075077	0.073846	0.691	0.761220348296962	0.842432216478164	0.628516343939193	-0.267773638015668	0.495327102803738	0.496180162214302	0.58898526493753	0.245908434816631	0.391252251732092	0.1206956252381	0.971259559728745	48.6937778459319	61	37.5036047808312	0.143558538130826	-0.1042	0.2723
P0AGG0	fluxes_kapp_Gecko_GLC_CHEM_mu=0.21_V	thiL	0.449034830525382	0.0000001961586942	8.80820860061772E-08	0.005220117	34.1384144935713	0.326507788066278	0.3345	0.3171	0.2033	0.3498	0.321	0.185	0.516	48.69	0.538	0.546	314	325	0.075077	0.073846	0.691	0.761220348296962	0.842432216478164	0.628516343939193	-0.267773638015668	0.495327102803738	0.496180162214302	0.58898526493753	0.245908434816631	0.391252251732092	0.1206956252381	0.971259559728745	48.6937778459319	61	37.5036047808312	0.143558538130826	-0.1042	0.2723
P0AGG0	fluxes_kapp_Gecko_GLC_CHEM_mu=0.22_P	thiL	0.449034830525382	0.0000002054995844	9.22764710540904E-08	0.005468694	34.1384144935713	0.326507788066278	0.3345	0.3171	0.2033	0.3498	0.321	0.185	0.516	48.69	0.538	0.546	314	325	0.075077	0.073846	0.691	0.761220348296962	0.842432216478164	0.628516343939193	-0.267773638015668	0.495327102803738	0.496180162214302	0.58898526493753	0.245908434816631	0.391252251732092	0.1206956252381	0.971259559728745	48.6937778459319	61	37.5036047808312	0.143558538130826	-0.1042	0.2723
P0AGG0	fluxes_kapp_Gecko_ACE_BATCH_mu=0.3_S	thiL	0.449034830525382	0.000000280226706	1.25831551437396E-07	0.00745731	34.1384144935713	0.326507788066278	0.3345	0.3171	0.2033	0.3498	0.321	0.185	0.516	48.69	0.538	0.546	314	325	0.075077	0.073846	0.691	0.761220348296962	0.842432216478164	0.628516343939193	-0.267773638015668	0.495327102803738	0.496180162214302	0.58898526493753	0.245908434816631	0.391252251732092	0.1206956252381	0.971259559728745	48.6937778459319	61	37.5036047808312	0.143558538130826	-0.1042	0.2723
P0A6S7	fluxes_kapp_Gecko_GLC_BATCH_mu=0.58_S	gpsA	0.449995089110325	0.0000012	5.3999410693239E-07	0.04031812	35.1360789169218	0.336400221097001	0.3239	0.3592	0.1828	0.3294	0.332	0.253	0.561	48.88	0.567	0.569	326	339	-0.024779	0.053097	0.732	0.749737088561934	0.835815163140684	0.539719778675989	-0.263364361449733	0.501492537313433	0.496474123515156	0.593999900228646	0.219184197151614	0.406107402047234	0.125805067352386	0.73583108237445	48.8846232108419	60.970454470502	46.9244072751807	0.160330432792471	-0.1537	0.2134
P0AC13	fluxes_kapp_Gecko_GLC_BATCH_mu=0.58_S	folP	0.451237185654481	9.78941866320002E-07	4.41734972677583E-07	0.000194009999999994	34.2757543201674	0.333029821902702	0.3333	0.32	0.2443	0.3465	0.332	0.218	0.542	53.76	0.524	0.518	271	282	-0.02234	0.049645	0.707	0.683461075533666	0.845165014513251	0.556384200310251	-0.291996971221391	0.303571428571429	0.479978931926227	0.56791150093057	0.260153782054168	0.467579384729295	0.144436412448204	0.853810611686344	53.7570641712015	61	45.0015466243836	0.115143686524031	-0.1424	0.1971
P0A6S7	fluxes_kapp_Gecko_GLC_CHEM_mu=0.31_V	gpsA	0.456977771527555	0.0000012	5.48373325833066E-07	0.040943746	35.1360789169218	0.336400221097001	0.3239	0.3592	0.1828	0.3294	0.332	0.253	0.561	48.88	0.567	0.569	326	339	-0.024779	0.053097	0.732	0.749737088561934	0.835815163140684	0.539719778675989	-0.263364361449733	0.501492537313433	0.496474123515156	0.593999900228646	0.219184197151614	0.406107402047234	0.125805067352386	0.73583108237445	48.8846232108419	60.970454470502	46.9244072751807	0.160330432792471	-0.1537	0.2134
P0AC13	fluxes_kapp_Gecko_GLC_CHEM_mu=0.50_S	folP	0.470236646102855	0.00000080981781	3.80806010928758E-07	0.000167249999999911	34.2757543201674	0.333029821902702	0.3333	0.32	0.2443	0.3465	0.332	0.218	0.542	53.76	0.524	0.518	271	282	-0.02234	0.049645	0.707	0.683461075533666	0.845165014513251	0.556384200310251	-0.291996971221391	0.303571428571429	0.479978931926227	0.56791150093057	0.260153782054168	0.467579384729295	0.144436412448204	0.853810611686344	53.7570641712015	61	45.0015466243836	0.115143686524031	-0.1424	0.1971
P0AC13	fluxes_kapp_Gecko_GLC_CHEM_mu=0.11_V	folP	0.470236646103006	0.0000001781599182	8.37773224043539E-08	3.67949999999923E-05	34.2757543201674	0.333029821902702	0.3333	0.32	0.2443	0.3465	0.332	0.218	0.542	53.76	0.524	0.518	271	282	-0.02234	0.049645	0.707	0.683461075533666	0.845165014513251	0.556384200310251	-0.291996971221391	0.303571428571429	0.479978931926227	0.56791150093057	0.260153782054168	0.467579384729295	0.144436412448204	0.853810611686344	53.7570641712015	61	45.0015466243836	0.115143686524031	-0.1424	0.1971
P0AC13	fluxes_kapp_Gecko_GLYC_BATCH_mu=0.47_S	folP	0.47023664610303	0.0000007612287414	3.57957650273166E-07	0.000157214999999974	34.2757543201674	0.333029821902702	0.3333	0.32	0.2443	0.3465	0.332	0.218	0.542	53.76	0.524	0.518	271	282	-0.02234	0.049645	0.707	0.683461075533666	0.845165014513251	0.556384200310251	-0.291996971221391	0.303571428571429	0.479978931926227	0.56791150093057	0.260153782054168	0.467579384729295	0.144436412448204	0.853810611686344	53.7570641712015	61	45.0015466243836	0.115143686524031	-0.1424	0.1971
P0AC13	fluxes_kapp_Gecko_GLC_CHEM_mu=0.51_P	folP	0.470236646103054	0.0000008260141662	3.88422131147499E-07	0.000170594999999982	34.2757543201674	0.333029821902702	0.3333	0.32	0.2443	0.3465	0.332	0.218	0.542	53.76	0.524	0.518	271	282	-0.02234	0.049645	0.707	0.683461075533666	0.845165014513251	0.556384200310251	-0.291996971221391	0.303571428571429	0.479978931926227	0.56791150093057	0.260153782054168	0.467579384729295	0.144436412448204	0.853810611686344	53.7570641712015	61	45.0015466243836	0.115143686524031	-0.1424	0.1971
P0AC13	fluxes_kapp_Gecko_GLC_CHEM_mu=0.36_P	folP	0.470236646103063	0.0000005830688232	2.74180327868828E-07	0.000120419999999989	34.2757543201674	0.333029821902702	0.3333	0.32	0.2443	0.3465	0.332	0.218	0.542	53.76	0.524	0.518	271	282	-0.02234	0.049645	0.707	0.683461075533666	0.845165014513251	0.556384200310251	-0.291996971221391	0.303571428571429	0.479978931926227	0.56791150093057	0.260153782054168	0.467579384729295	0.144436412448204	0.853810611686344	53.7570641712015	61	45.0015466243836	0.115143686524031	-0.1424	0.1971
P0AC13	fluxes_kapp_Gecko_GLC_CHEM_mu=0.35_S	folP	0.470236646103083	0.000000566872467	2.6656420765026E-07	0.000117074999999994	34.2757543201674	0.333029821902702	0.3333	0.32	0.2443	0.3465	0.332	0.218	0.542	53.76	0.524	0.518	271	282	-0.02234	0.049645	0.707	0.683461075533666	0.845165014513251	0.556384200310251	-0.291996971221391	0.303571428571429	0.479978931926227	0.56791150093057	0.260153782054168	0.467579384729295	0.144436412448204	0.853810611686344	53.7570641712015	61	45.0015466243836	0.115143686524031	-0.1424	0.1971
